ID8102,YEAR,OUTCOME,OUTCMYEAR,switcher,instresp,XL_AREA,age1_fav,age2_fav,age3_fav,age4_fav,age5_fav,age6_fav,age7_fav,age8_fav,age9_fav,age10_fav,age11_fav,age12_fav,age1_opp,age2_opp,age3_opp,age4_opp,age5_opp,age6_opp,age7_opp,age8_opp,age9_opp,age10_opp,age11_opp,age12_opp,age1_dk,age2_dk,age3_dk,age4_dk,age5_dk,age6_dk,age7_dk,age8_dk,age9_dk,age10_dk,age11_dk,age12_dk,edu1_fav,edu2_fav,edu3_fav,edu4_fav,edu5_fav,edu6_fav,edu7_fav,edu8_fav,edu9_fav,edu10_fav,edu11_fav,edu12_fav,edu1_opp,edu2_opp,edu3_opp,edu4_opp,edu5_opp,edu6_opp,edu7_opp,edu8_opp,edu9_opp,edu10_opp,edu11_opp,edu12_opp,edu1_dk,edu2_dk,edu3_dk,edu4_dk,edu5_dk,edu6_dk,edu7_dk,edu8_dk,edu9_dk,edu10_dk,edu11_dk,edu12_dk,inc1_fav,inc2_fav,inc3_fav,inc4_fav,inc5_fav,inc6_fav,inc7_fav,inc8_fav,inc9_fav,inc10_fav,inc11_fav,inc12_fav,inc1_opp,inc2_opp,inc3_opp,inc4_opp,inc5_opp,inc6_opp,inc7_opp,inc8_opp,inc9_opp,inc10_opp,inc11_opp,inc12_opp,inc1_dk,inc2_dk,inc3_dk,inc4_dk,inc5_dk,inc6_dk,inc7_dk,inc8_dk,inc9_dk,inc10_dk,inc11_dk,inc12_dk,white_fav,black_fav,hispa_fav,asina_fav,white_opp,black_opp,hispa_opp,asina_opp,white_dk,black_dk,hispa_dk,asian_dk,pid1_fav,pid2_fav,pid3_fav,pid4_fav,pid5_fav,pid6_fav,pid7_fav,pid1_opp,pid2_opp,pid3_opp,pid4_opp,pid5_opp,pid6_opp,pid7_opp,pid1_dk,pid2_dk,pid3_dk,pid4_dk,pid5_dk,pid6_dk,pid7_dk,ideo1_fav,ideo2_fav,ideo3_fav,ideo4_fav,ideo5_fav,ideo6_fav,ideo7_fav,ideo1_opp,ideo2_opp,ideo3_opp,ideo4_opp,ideo5_opp,ideo6_opp,ideo7_opp,ideo1_dk,ideo2_dk,ideo3_dk,ideo4_dk,ideo5_dk,ideo6_dk,ideo7_dk,male_fav,female_fav,male_opp,female_opp,male_dk,female_dk,protes_fav,cathlc_fav,jewish_fav,seculr_fav,protes_opp,cathlc_opp,jewish_opp,seculr_opp,protes_dk,cathlc_dk,jewish_dk,seculr_dk,east_fav,south_fav,midwst_fav,west_fav,east_opp,south_opp,midwst_opp,west_opp,east_dk,south_dk,midwst_dk,west_dk,nounn_fav,union_fav,nounn_opp,union_opp,nounn_dk,union_dk,pred10_sw,pred30_sw,pred50_sw,pred70_sw,pred90_sw,PREDALL_SW,INTGRP_STFAV,INTGRP_SWFAV,INTGRP_STOPP,INTGRP_SWOPP,AARP,AFLCIO,Airlines,AmericanBankersAssociation,AmericanCouncilofLifeInsurance,AmericanFarmBureauFederation,AmericanFederationofStateCountya,AmericanHospitalAssociation,AmericanIsraelPublicAffairsCommi,AmericanLegion,AmericanMedicalAssociation,AssociationofTrialLawyers,Automobilecompanies,ChamberofCommerce,ChristianCoalition,Computersoftwareandhardware,CreditUnionNationalAssociation,Defensecontractors,Electriccompanies,HealthInsuranceAssociation,IndependentInsuranceAgentsofAmer,InternationalBrotherhoodofTeamst,MotionPictureAssociationofAmeric,NationalAssociationofBroadcaster,NationalAssociationofHomeBuilder,NationalAssociationofManufacture,NationalAssociationofRealtors,NationalBeerWholesalersAssociati,NationalEducationAssociation,NationalFederationofIndependentB,NationalGovernorsAssociation,NationalRestaurantAssociation,NationalRifleAssociation,NationalRighttoLifeCommittee,OilCompanies,PharmaceuticalResearchManufactur,RecordingIndustryAssociation,Securitiesandinvestmentcompanies,Telephonecompanies,Tobbacocompanies,UnitedAutoWorkersunion,Universities,VeteransofForeignWarsoftheU_S,ECYN,SWYN,FPYN,RLYN,GNYN,QuestionText,
1170,1996,0,,0,1,soc welfare,85.0199966430664,82.0800018310547,89.379997253418,60.6800003051758,56.0999984741211,0,,,,,,,117.720001220703,123.120002746582,91.5599975585937,78.7200012207031,79.9000015258789,0,,,,,,,15.2600002288818,20.5200004577637,37.060001373291,24.6000003814697,34,0,,,,,,,24.6399993896484,104.519996643066,98.5599975585938,100.620002746582,47.9599990844727,,,,,,,,42.3499984741211,128.639999389648,175.559997558594,100.620002746582,44.689998626709,,,,,,,,9.23999977111816,34.8400001525879,33.8800010681152,32.7599983215332,17.4400005340576,,,,,,,,24,44,43.8600006103516,51.25,37.439998626709,0,0,0,0,0,0,0,39,50.5999984741211,36.7200012207031,61.25,45.7599983215332,0,0,0,0,0,0,0,12,15.3999996185303,21.4200000762939,11.25,20.7999992370605,0,,,,,,,337.200012207031,19.5,13.9399995803833,3.86999988555908,396.209991455078,47.25,23.7800006866455,3.69000005722046,109.589996337891,7.5,2.86999988555908,1.35000002384186,89.2799987792969,108,147,,,,,155.520004272461,156,161,,,,,43.2000007629395,36,42,,,,,111.180000305176,182.320007324219,75.2699966430664,,,,,166.770004272461,199.279998779297,100.360000610352,,,,,49.0499992370606,46.6399993896484,19.2999992370605,,,,,190.759994506836,187.960006713867,251,248.919998168945,60.2400016784668,66.0400009155273,0,0,0,0,0,0,0,0,0,0,0,0,81.9000015258789,113.849998474121,99.0599975585937,84.4199981689453,109.199996948242,179.399993896484,127,86.4300003051758,21,51.75,27.9400005340576,30.1499996185303,0,0,0,0,0,0,0.407404541969299,0.475386679172516,0.504800081253052,0.486687779426575,0.43275785446167,0.461407387256622,0,0,1,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0, Please tell me whether you favor or oppose each of the following proposals. Reduce the amount of money the federal government spends on Social Security by raising the retirement age and reducing payments to wealthy recipients.  (similar questi,
1171,1996,0,,0,1,education,91.2600021362305,175.869995117188,128.389999389648,61.560001373291,20.6800003051758,17.8199996948242,,,,,,,135.720001220703,229.039993286133,208.199996948242,107.730003356934,68.620002746582,44.8800010681152,,,,,,,7.01999998092651,4.09000015258789,13.8800001144409,3.42000007629395,3.75999999046326,3.29999995231628,,,,,,,31.0200004577637,250.919998168945,28.7999992370605,108.800003051758,60.5200004577637,,,,,,,,57.3400001525879,425.170013427734,48,160.479995727539,112.139999389648,,,,,,,,5.6399998664856,13.9399995803833,3.20000004768372,5.44000005722046,5.34000015258789,,,,,,,,25.0799999237061,45.9000015258789,80.7300033569336,144.300003051758,74.5500030517578,81.0599975585938,0,0,0,0,0,0,49.4000015258789,99.4499969482422,122.129997253418,241.800003051758,136.320007324219,104.220001220703,0,0,0,0,0,0,2.27999997138977,7.65000009536743,4.1399998664856,7.80000019073486,2.13000011444092,7.71999979019165,,,,,,,398.880004882812,50.3199996948242,35.0400009155273,0,675.880004882812,91.7600021362305,37.2299995422363,0,33.2400016784668,5.92000007629395,1.46000003814697,0,153.300003051758,178.619995117187,130.800003051758,,,,,208.050003051758,265.640014648437,296.480010986328,,,,,7.30000019073486,13.7399997711182,8.72000026702881,,,,,0,0,0,,,,,0,0,0,,,,,0,0,0,,,,,195.479995727539,282.959991455078,325.799987792969,479.459991455078,16.2900009155273,23.5799999237061,166.199996948242,163.660003662109,7.5,41.8199996948242,382.260009765625,167,22.5,77.4899978637695,11.0799999237061,6.67999982833862,0,3.69000005722046,97.8899993896484,150.5,115.830001831055,115.830001831055,150.600006103516,270.899993896484,221.130004882813,166.320007324219,2.50999999046326,8.60000038146973,14.039999961853,17.8199996948242,0,0,0,0,0,0,0.348849236965179,0.357923269271851,0.372607529163361,0.389622867107391,0.409780204296112,0.375756621360779,1,0,1,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,0,1,0,0,0, Do you favor or oppose allowing students and parents to choose a private school to attend at public expense?  (Similar questions later),
1172,1996,0,,0,1,education,70.1999969482422,122.699996948242,83.2799987792969,42.75,16.9200000762939,7.26000022888184,,,,,,,152.100006103516,274.029998779297,235.960006713867,119.699996948242,68.620002746582,52.7999992370606,,,,,,,14.039999961853,12.2700004577637,24.2900009155273,8.55000019073486,8.46000003814697,5.94000005722046,,,,,,,24.4400005340576,181.220001220703,19.2000007629395,68,37.3800010681152,,,,,,,,62.0400009155273,480.929992675781,55.2000007629395,184.960006713867,131.720001220703,,,,,,,,7.51999998092651,34.8499984741211,5.59999990463257,16.3199996948242,8.89999961853027,,,,,,,,20.5200004577637,33.6599998474121,51.75,101.400001525879,48.9900016784668,57.9000015258789,0,0,0,0,0,0,46.3600006103516,111.690002441406,144.899993896484,269.100006103516,155.490005493164,123.519996643066,0,0,0,0,0,0,9.11999988555908,7.65000009536743,10.3500003814697,19.5,8.52000045776367,11.5799999237061,,,,,,,254.839996337891,48.8400001525879,30.6599998474121,0,786.679992675781,87.3199996948242,37.9599990844727,0,55.4000015258789,13.3199996948242,4.38000011444092,0,102.199996948242,114.5,95.9199981689453,,,,,240.899993896484,320.600006103516,318.279998779297,,,,,21.8999996185303,22.8999996185303,21.7999992370605,,,,,0,0,0,,,,,0,0,0,,,,,0,0,0,,,,,141.179992675781,196.5,374.670013427734,542.340026855469,32.5800018310547,47.1599998474121,116.339996337891,103.540000915527,7.19999980926514,24.6000003814697,398.880004882812,217.100006103516,21.6000003814697,94.7099990844727,38.7799987792969,16.7000007629395,1.20000004768372,4.92000007629395,55.2200012207031,133.300003051758,70.1999969482422,80.1900024414062,185.740005493164,270.899993896484,263.25,193.050003051758,10.039999961853,25.7999992370605,17.5499992370605,23.7600002288818,0,0,0,0,0,0,0.270694732666016,0.257437586784363,0.259283304214478,0.271158933639526,0.29813814163208,0.271342539787292,1,0,1,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,0,1,0,0,0," Some people suggest that the public schools be replaced by a system of private and church-related schools with parents selecting from among these non-public schools, using vouchers paid for by the government. Do you favor or oppose replacing t",
1173,1996,0,,0,1,education,113.279998779297,173.339996337891,162.619995117188,116.379997253418,91,64.3499984741211,,,,,,,110.919998168945,125.190002441406,159.160003662109,113.849998474121,66.5,85.8000030517578,,,,,,,11.8000001907349,25.6800003051758,24.2199993133545,22.7700004577637,19.25,14.8500003814697,,,,,,,54.5200004577637,231.240005493164,242.820007324219,117.599998474121,96.4000015258789,,,,,,,,44.0800018310547,226.320007324219,161.880004882813,115.199996948242,130.139999389648,,,,,,,,17.3999996185303,34.439998626709,21.2999992370605,7.19999980926514,14.460000038147,,,,,,,,45.6500015258789,192.229995727539,126.900001525879,72,114.26000213623,164.160003662109,0,0,0,0,0,0,8.80000019073486,184.050003051758,138.179992675781,120,82.7399978637695,112.480003356934,0,0,0,0,0,0,0.550000011920929,32.7200012207031,16.9200000762939,8,1.97000002861023,27.3600006103516,,,,,,,629.760009765625,64.1900024414062,30.2399997711182,7.3600001335144,603.52001953125,44.5400009155273,22.0499992370605,8.64000034332275,78.7200012207031,22.2700004577637,10.710000038147,0,216.770004272461,198.720001220703,218.529998779297,,,,,175.869995117188,173.880004882813,255.839996337891,,,,,16.3600006103516,41.4000015258789,53.2999992370606,,,,,337.440002441406,213.279998779297,154.160003662109,,,,,219.039993286133,238.080001831055,210.559997558594,,,,,35.5200004577637,44.6399993896484,15.039999961853,,,,,375.959991455078,359.549987792969,310.890014648437,359.549987792969,43.3800010681152,79.9000015258789,0,0,0,0,0,0,0,0,0,0,0,0,178.5,245.820007324219,218.539993286133,97.1699981689453,157.080001831055,173.520004272461,200.699996948242,132.720001220703,21.4200000762939,62.6599998474121,26.7600002288818,7.1100001335144,0,0,0,0,0,0,0.61485767364502,0.477808117866516,0.432937502861023,0.481685638427734,0.620909214019775,0.525639629364014,1,0,1,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,0,1,0,0,0," Do you favor or oppose establishing a school voucher program that would allow parents to use tax funds to send their children to the school of their choice, even if it were a private school?  (Similar to later questions)",
1176,1996,0,,0,1,immigration,108.559997558594,173.339996337891,159.160003662109,126.5,89.25,66,,,,,,,122.720001220703,125.190002441406,159.160003662109,103.730003356934,70,90.75,,,,,,,4.71999979019165,22.4699993133545,31.1399993896484,25.2999992370605,15.75,8.25,,,,,,,58,241.080001831055,204.479995727539,112.800003051758,101.220001220703,,,,,,,,51.0400009155273,216.479995727539,187.440002441406,117.599998474121,125.319999694824,,,,,,,,8.11999988555908,34.439998626709,29.8199996948242,9.60000038146973,14.460000038147,,,,,,,,14.3000001907349,159.509994506836,180.479995727539,82,92.5899963378906,161.119995117188,0,0,0,0,0,0,37.4000015258789,216.770004272461,90.2399978637695,104,100.470001220703,118.559997558594,0,0,0,0,0,0,3.29999995231628,32.7200012207031,14.1000003814697,14,5.90999984741211,24.3199996948242,,,,,,,629.760009765625,73.3600006103516,27.0900001525879,6.88000011444092,603.52001953125,52.4000015258789,27.7199993133545,9.11999988555908,91.8399963378906,5.23999977111816,8.1899995803833,0,261.760009765625,207,202.539993286133,,,,,122.699996948242,186.300003051758,282.489990234375,,,,,24.5400009155273,20.7000007629395,47.9700012207031,,,,,361.119995117187,218.240005493164,124.080001831055,,,,,207.199996948242,238.080001831055,221.839996337891,,,,,29.6000003814697,39.6800003051758,33.8400001525879,,,,,361.5,367.540008544922,310.890014648437,375.529998779297,43.3800010681152,55.9300003051758,0,0,0,0,0,0,0,0,0,0,0,0,171.360000610352,265.100006103516,200.699996948242,97.1699981689453,160.649993896484,192.800003051758,214.080001831055,120.870002746582,24.9899997711182,28.9200000762939,31.2199993133545,16.5900001525879,952.5,181.440002441406,317.5,70.5599975585938,12.6999998092651,1.25999999046326,0.394469380378723,0.497735559940338,0.556713461875916,0.567352533340454,0.52722704410553,0.508699595928192,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0," As you may know, Congress is debating a proposal to bar children of illegal immigrants from attending public schools. Supporters of this idea say that providing a public school education to children of illegal immigrants is unfair to taxpayers",
1178,1996,0,,0,1,education,74.4899978637695,121.050003051758,77.8399963378906,56,86.0800018310547,0,,,,,,,112.690002441406,142.570007324219,189.039993286133,117.25,172.160003662109,0,,,,,,,3.8199999332428,2.69000005722046,8.34000015258789,0.875,8.06999969482422,0,,,,,,,21.8400001525879,92.6999969482422,135.720001220703,92.870002746582,76.4400024414063,,,,,,,,56.1599998474121,210.119995117187,198.360000610352,155.619995117188,115.639999389648,,,,,,,,0,6.17999982833862,10.4399995803833,5.01999998092651,3.92000007629395,,,,,,,,24.9099998474121,29.1200008392334,62.1599998474121,133,61.189998626709,54.7400016784668,0,0,0,0,0,0,28.0900001525879,71.7600021362305,105.839996337891,206.5,147.699996948242,58.310001373291,0,0,0,0,0,0,0,3.11999988555908,1.67999994754791,14,1.05499994754791,4.76000022888184,,,,,,,344.399993896484,49.0499992370606,4.23000001907349,2.94000005722046,619.919982910156,56.6800003051758,42.7700004577637,11.0600004196167,19.6800003051758,4.3600001335144,0,0,131.559997558594,153.300003051758,92.5,,,,,164.449996948242,271.559997558594,270.100006103516,,,,,2.99000000953674,13.1400003433228,11.1000003814697,,,,,181.800003051758,92.8199996948242,92.4000015258789,,,,,218.160003662109,249.899993896484,187.600006103516,,,,,4.03999996185303,10.710000038147,2.79999995231628,,,,,206.639999389648,213.860000610352,350.140014648438,402.559997558594,11.4799995422363,12.5799999237061,0,0,0,0,0,0,0,0,0,0,0,0,75.8399963378906,147.240005493164,90,107.940002441406,158.789993286133,249.490005493164,204,141.350006103516,4.73999977111816,12.2700004577637,6,7.71000003814697,366.700012207031,41.2000007629395,579,154.5,19.2999992370605,10.3000001907349,0.379350006580353,0.357006788253784,0.35442328453064,0.369089305400848,0.399590015411377,0.3718918800354,1,0,1,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,0,0,0,1,0,"I am going to read you a list of proposals and for each one, please tell me if you strongly favor, somewhat favor, somewhat oppose, or strongly oppose that proposal.... Giving government subsidies to parents who teach their children at home ins",
1180,1996,0,,0,1,immigration,158.339996337891,200.080001831055,233.100006103516,113.220001220703,108.800003051758,101.839996337891,,,,,,,114.660003662109,111.519996643066,122.099998474121,104.339996337891,41.5999984741211,44.0800018310547,,,,,,,0,16.3999996185303,14.8000001907349,2.22000002861023,9.60000038146973,6.07999992370606,,,,,,,85.5599975585938,399.309997558594,214.800003051758,145.919998168945,58.6800003051758,,,,,,,,49.6800003051758,142.220001220703,125.300003051758,142.880004882813,97.8000030517578,,,,,,,,2.75999999046326,5.46999979019165,17.8999996185303,15.1999998092651,6.51999998092651,,,,,,,,94.1999969482422,107.25,158.130004882813,233.100006103516,166.970001220703,102.290000915527,0,0,0,0,0,0,51.810001373291,57.75,85.3399963378906,122.099998474121,110.370002746582,86.8499984741211,0,0,0,0,0,0,10.9899997711182,0,7.53000020980835,14.8000001907349,5.65999984741211,3.85999989509583,,,,,,,817.780029296875,75.9800033569336,34.560001373291,0,448.459991455078,48.4700012207031,29.4400005340576,0,39.5699996948242,5.23999977111816,0,0,289.079986572266,280.839996337891,301.600006103516,,,,,135.779998779297,176.119995117188,202.800003051758,,,,,13.1400003433228,14.2799997329712,15.6000003814697,,,,,286.700012207031,417.600006103516,182.119995117188,,,,,173.899993896484,250.559997558594,119.319999694824,,,,,9.39999961853027,20.8799991607666,12.5600004196167,,,,,407.160003662109,511.559997558594,273.779998779297,276.079986572266,21.0599994659424,24.3600006103516,0,0,0,0,0,0,0,0,0,0,0,0,178.179992675781,325.739990234375,242.539993286133,167.479995727539,117.779998779297,192.240005493164,112.220001220703,132.720001220703,6.03999996185303,16.0200004577637,10.8599996566772,15.8000001907349,0,0,0,0,0,0,0.644270479679108,0.660827815532684,0.653316259384155,0.618561029434204,0.555335581302643,0.626462233066559,0,3,2,4,,1,,,,-2,,,,,,,,,,-1,,,,,,1,,,-1,-2,,,,,,-1,,,,-1,,,,,1,,,0,0,0,0,0, (I am going to read a few statements. Please tell me if you support or oppose each item I name.) Do you support or oppose: A five-year freeze on legal immigration?,
1182,1996,0,,0,1,taxation,117.389999389648,183.679992675781,192.399993896484,122.099998474121,62.4000015258789,51.6800003051758,,,,,,,150.149993896484,137.759994506836,166.5,86.5800018310547,89.5999984741211,89.6800003051758,,,,,,,2.73000001907349,9.84000015258789,11.1000003814697,15.539999961853,8,10.6400003433228,,,,,,,73.1399993896484,268.029998779297,143.199996948242,155.039993286133,76.6100006103516,,,,,,,,62.0999984741211,246.149993896484,204.059997558594,139.839996337891,81.5,,,,,,,,1.37999999523163,32.8199996948242,10.7399997711182,9.11999988555908,4.8899998664856,,,,,,,,78.5,49.5,128.009994506836,173.899993896484,135.839996337891,117.730003356934,0,0,0,0,0,0,70.6500015258789,105.599998474121,117.970001220703,185,138.669998168945,69.4800033569336,0,0,0,0,0,0,7.84999990463257,9.89999961853027,5.01999998092651,11.1000003814697,8.48999977111816,5.78999996185303,,,,,,,672.690002441406,45.8499984741211,26.2399997711182,0,593.549987792969,83.8399963378906,35.8400001525879,0,52.7599983215332,1.30999994277954,1.27999997138977,0,232.139999389648,261.799987792969,202.800003051758,,,,,183.960006713867,195.160003662109,306.799987792969,,,,,21.8999996185303,14.2799997329712,10.3999996185303,,,,,277.299987792969,320.160003662109,119.319999694824,,,,,173.899993896484,354.959991455078,188.399993896484,,,,,23.5,27.8400001525879,6.28000020980835,,,,,400.140014648438,324.799987792969,280.799987792969,446.600006103516,21.0599994659424,32.4799995422363,0,0,0,0,0,0,0,0,0,0,0,0,123.819999694824,299.040008544922,152.039993286133,154.839996337891,166.100006103516,218.940002441406,195.479995727539,145.360000610352,12.0799999237061,21.3600006103516,10.8599996566772,12.6400003433228,0,0,0,0,0,0,0.466122627258301,0.453415095806122,0.47096174955368,0.515679180622101,0.588671088218689,0.498969948291779,2,1,2,2,,,,-1,,,,,,,,,,2,,,,,,,-1,,,,-2,,-2,,,1,,,,,,,,2,,,,,,1,0,0,0,0," (I am going to read a few statements. Please tell me if you support or oppose each item I name.) Do you support or oppose: A flat-tax system, where everyone pays the same tax rate no matter what their income?  (Similar questions later)",
1183,1996,0,,0,1,religious,155.610000610352,147.600006103516,140.600006103516,57.7200012207031,35.2000007629395,24.3199996948242,,,,,,,109.199996948242,177.119995117188,222,148.740005493164,113.599998474121,121.599998474121,,,,,,,5.46000003814697,3.27999997138977,7.40000009536743,15.539999961853,11.1999998092651,6.07999992370606,,,,,,,40.0200004577637,175.039993286133,161.100006103516,121.599998474121,83.129997253418,,,,,,,,95.2200012207031,350.079986572266,179,173.279998779297,78.2399978637695,,,,,,,,2.75999999046326,21.8799991607666,17.8999996185303,9.11999988555908,1.62999999523163,,,,,,,,56.5200004577637,56.0999984741211,82.8300018310547,125.800003051758,127.349998474121,92.6399993896484,0,0,0,0,0,0,94.1999969482422,97.3499984741211,163.149993896484,236.800003051758,152.820007324219,94.5699996948242,0,0,0,0,0,0,6.28000020980835,11.5500001907349,5.01999998092651,7.40000009536743,5.65999984741211,5.78999996185303,,,,,,,461.649993896484,60.2599983215332,25.6000003814697,0,817.780029296875,68.120002746582,32,0,39.5699996948242,2.61999988555908,6.40000009536743,0,113.879997253418,209.440002441406,208,,,,,315.359985351562,247.520004272461,291.200012207031,,,,,8.76000022888184,19.0400009155273,20.7999992370605,,,,,89.3000030517578,299.279998779297,166.419998168945,,,,,371.299987792969,375.839996337891,138.160003662109,,,,,9.39999961853027,20.8799991607666,9.42000007629395,,,,,224.639999389648,341.040008544922,456.299987792969,438.480010986328,21.0599994659424,32.4799995422363,0,0,0,0,0,0,0,0,0,0,0,0,144.960006713867,160.199996948242,130.320007324219,135.880004882813,151,357.779998779297,224.440002441406,167.479995727539,9.0600004196167,16.0200004577637,10.8599996566772,15.8000001907349,0,0,0,0,0,0,0.367012083530426,0.342237293720245,0.355756521224976,0.403492093086243,0.495314598083496,0.392762517929077,0,0,1,0,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0," (I am going to read a few statements. Please tell me if you support or oppose each item I name.) Do you support or oppose: Allowing homosexual couples to have the same benefits as married heterosexual couples, such as health benefits, inherita",
1185,1996,0,,0,1,religious,153,174.039993286133,153.300003051758,97.6800003051758,90.2799987792969,70.6999969482422,,,,,,,46.9199981689453,50.3800010681152,48.2999992370606,33,19.5200004577637,20.2000007629395,,,,,,,4.07999992370606,4.57999992370606,8.39999961853027,2.64000010490417,12.1999998092651,10.1000003814697,,,,,,,73.8399963378906,251.25,181.740005493164,109.5,120.120002746582,,,,,,,,22.8799991607666,70.3499984741211,44.2700004577637,34.5,54.5999984741211,,,,,,,,7.28000020980835,13.3999996185303,9.31999969482422,6,7.28000020980835,,,,,,,,102.23999786377,54.5200004577637,138.059997558594,175.559997558594,115.339996337891,102.75,0,0,0,0,0,0,28.3999996185303,31.9599990844727,35.4000015258789,41.0400009155273,39.5,30.1399993896484,0,0,0,0,0,0,9.9399995803833,7.51999998092651,3.53999996185303,9.11999988555908,3.16000008583069,4.1100001335144,,,,,,,586.5,72.0800018310547,32.4300003051758,0,164.220001220703,23.3199996948242,13.1599998474121,0,23.4599990844727,10.6000003814697,1.4099999666214,0,266.429992675781,205.800003051758,251.339996337891,,,,,41.7299995422363,79.379997253418,84.9599990844727,,,,,12.8400001525879,8.81999969482422,17.7000007629395,,,,,298.619995117187,307.839996337891,119.459999084473,,,,,60.4799995422363,95.6800003051758,56.1100006103516,,,,,18.8999996185303,12.4799995422363,5.42999982833862,,,,,347.899993896484,393.470001220703,124.25,97.0899963378906,24.8500003814697,20.4400005340576,368.25,176.320007324219,17.1100006103516,57.1199989318848,98.1999969482422,48.7200012207031,10.4399995803833,26.0400009155273,24.5499992370605,6.96000003814697,1.45000004768372,0.839999973773956,121.720001220703,264.920013427734,206.360000610352,154.279998779297,51.9099998474121,75.1800003051758,56.2799987792969,36.5400009155273,5.36999988555908,21.4799995422363,5.3600001335144,12.1800003051758,0,0,0,0,0,0,0.746327638626099,0.771898984909058,0.783921957015991,0.781050801277161,0.764269232749939,0.769493722915649,2,0,3,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0,0,0,1,0, Do you favor or oppose each of the following proposals.... A law requiring women seeking abortions to wait 24 hours before having the procedure done  (Similar questions later),
1186,1996,0,,0,1,religious,185.639999389648,201.520004272461,180.600006103516,112.199996948242,102.480003356934,78.7799987792969,,,,,,,16.3199996948242,22.8999996185303,25.2000007629395,18.4799995422363,13.4200000762939,13.1300001144409,,,,,,,2.03999996185303,4.57999992370606,4.19999980926514,1.32000005245209,7.32000017166138,8.07999992370606,,,,,,,82.1600036621094,291.450012207031,221.350006103516,124.5,147.419998168945,,,,,,,,16.6399993896484,33.5,11.6499996185303,24,25.4799995422363,,,,,,,,5.19999980926514,10.0500001907349,2.32999992370605,1.5,9.10000038146973,,,,,,,,120.699996948242,72.379997253418,153.990005493164,202.919998168945,139.039993286133,123.300003051758,0,0,0,0,0,0,17.0400009155273,14.1000003814697,15.9300003051758,20.5200004577637,18.9599990844727,12.3299999237061,0,0,0,0,0,0,4.26000022888184,7.51999998092651,7.07999992370606,4.55999994277954,0.790000021457672,2.74000000953674,,,,,,,680.340026855469,86.9199981689453,44.1800003051758,0,86.0199966430664,15.8999996185303,2.34999990463257,0,23.4599990844727,3.1800000667572,0.939999997615814,0,292.109985351562,246.960006713867,293.820007324219,,,,,22.4699993133545,38.2200012207031,49.560001373291,,,,,6.42000007629395,5.88000011444092,10.6199998855591,,,,,336.420013427734,370.239990234375,133.940002441406,,,,,30.2399997711182,41.5999984741211,38.0099983215332,,,,,7.55999994277954,8.31999969482422,7.23999977111816,,,,,412.510009765625,449.679992675781,64.6100006103516,45.9900016784668,14.9099998474121,15.3299999237061,422.260009765625,208.800003051758,19.1399993896484,70.5599975585938,49.0999984741211,18.5599994659424,8.69999980926514,12.6000003814697,19.6399993896484,4.6399998664856,1.45000004768372,0.839999973773956,155.729995727539,300.720001220703,241.199996948242,170.520004272461,19.6900005340576,46.5400009155273,21.4400005340576,22.3299999237061,3.57999992370605,10.7399997711182,5.3600001335144,10.1499996185303,0,0,0,0,0,0,0.867673337459564,0.887420237064362,0.89566445350647,0.901324570178986,0.89901065826416,0.890218651294708,2,0,3,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0,0,0,1,0, (Do you favor or oppose each of the following proposals.)... A law requiring doctors to inform patients about alternatives to abortion before performing the procedure.  (Similar questions later),
